variable,min_value,max_value
GPP,113.65428635151372,145.34301730679903
EFLX_LH_TOT,35.13439212976051,48.939201338147136
FSH,34.487486009551354,40.492393538753774
EF,0.4742189515411431,0.5245588487843044
ASA,0.1903119277777825,0.20259313193680284
FSR,35.2418354403016,37.00410566384009
FSA,153.9037173166807,153.95881956419615
FIRE,394.482528995599,399.473537235603
RLNS,-70.67188942396405,-64.06209333212531
RN,72.31283389894723,89.8416239844927
